CC(C)(C)OC(=O)N1CCN(c2ncc(Br)n3cnnc23)CC1.CC(C)C[Zn+] >> CC(C)Cc1cnc(N2CCN(C(=O)OC(C)(C)C)CC2)c2nncn12
CCN(CC)CCCC(C)Nc1ncc2cc(Br)ccc2n1.Cc1ccnc(OCc2ccccc2)c1B1OC(C)(C)C(C)(C)O1 >> CCN(CC)CCCC(C)Nc1ncc2cc(-c3c(C)ccnc3OCc3ccccc3)ccc2n1
Fc1cccc(-c2nccc(N3CCNCC3)n2)c1F.O=C(Nc1ccc(F)nc1)OCC(Cl)(Cl)Cl >> O=C(Nc1ccc(F)nc1)N1CCN(c2ccnc(-c3cccc(F)c3F)n2)CC1
C=CCOC(CCCCCC(=O)OC)C(=O)O.C=Cc1cc(COc2ccccc2N)cc(OC)c1 >> C=CCOC(CCCCCC(=O)OC)C(=O)Nc1ccccc1OCc1cc(C=C)cc(OC)c1
COC(=O)c1sc(N)nc1-c1ccc(C(=O)NC2CC2)cc1.O=C(O)[C@@H]1CCCN1C(=O)OCc1ccccc1 >> COC(=O)c1sc(NC(=O)[C@@H]2CCCN2C(=O)OCc2ccccc2)nc1-c1ccc(C(=O)NC2CC2)cc1
COc1ccc(B(O)O)cc1.O=Cc1ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c1 >> COc1ccc(-c2ccc(C=O)cc2Cl)cc1
Nc1cc(Nc2cccc(Cl)c2)ncn1.O=C=Nc1ccccc1Cl >> O=C(Nc1cc(Nc2cccc(Cl)c2)ncn1)Nc1ccccc1Cl
COCc1nc(Cl)c2ccc(-c3ncccc3Cl)nc2n1.Nc1ccc(C(F)(F)F)cc1 >> COCc1nc(Nc2ccc(C(F)(F)F)cc2)c2ccc(-c3ncccc3Cl)nc2n1
COC1=C(OC)C(=O)C(Cc2ccc(OC(C)=O)c(C(=O)O)c2)=C(C)C1=O.NC1CCCCC1 >> COC1=C(OC)C(=O)C(Cc2ccc(OC(C)=O)c(C(=O)NC3CCCCC3)c2)=C(C)C1=O
CN(C)C(=O)c1cc2nccc(Cl)c2s1.CNC(=O)c1c(C)n(C)c2cc(O)ccc12 >> CNC(=O)c1c(C)n(C)c2cc(Oc3ccnc4cc(C(=O)N(C)C)sc34)ccc12
CC(C)(C)NS(=O)(=O)c1cccc(B(O)O)c1.Cc1cc(-c2cc(C(F)(F)F)nc(-c3ccnc(Cl)c3)n2)ccc1Cl >> Cc1cc(-c2cc(C(F)(F)F)nc(-c3ccnc(-c4cccc(S(=O)(=O)NC(C)(C)C)c4)c3)n2)ccc1Cl
CCOC(=O)/C(C)=C/c1ccc(F)c(C(F)(F)F)c1.Oc1cccnc1 >> CCOC(=O)/C(C)=C/c1ccc(Oc2cccnc2)c(C(F)(F)F)c1
CC(=O)N1CCc2cc(C(=O)CCCCl)sc2C1.Fc1ccc2c(C3CCNCC3)csc2c1 >> CC(=O)N1CCc2cc(C(=O)CCCN3CCC(c4csc5cc(F)ccc45)CC3)sc2C1
CI.Cc1cc(CN2C(=O)C(C3=NS(=O)(=O)c4cc(NS(C)(=O)=O)ccc4N3)=C(O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]32)ccc1F >> Cc1cc(CN2C(=O)C(C3=NS(=O)(=O)c4cc(N(C)S(C)(=O)=O)ccc4N3)=C(O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]32)ccc1F
CCOC(=O)Cl.CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O >> CCOC(=O)Nc1nc2ccccc2c2c1nc(CC)n2CCCCNS(C)(=O)=O
C[C@@H](O)C(=O)O.C[C@H]1CN(c2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3n2CC2CC2)CCN1 >> C[C@@H](O)C(=O)N1CCN(c2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3n2CC2CC2)C[C@@H]1C
BrCc1ccccc1.Oc1ccc2c3c1O[C@H]1CCC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314 >> O[C@@]12CCC[C@@H]3Oc4c(OCc5ccccc5)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5
CS(=O)(=O)OCCCC1CCCCC1.Fc1cc(N2CCNCC2)ccc1OCc1ccccc1 >> Fc1cc(N2CCN(CCCC3CCCCC3)CC2)ccc1OCc1ccccc1
CI.O=C(Nc1cc(F)cc(F)c1)c1ccccn1 >> CN(C(=O)c1ccccn1)c1cc(F)cc(F)c1
Brc1ncc(-c2ccccc2)s1.Nc1ccncn1 >> c1ccc(-c2cnc(Nc3ccncn3)s2)cc1
CI.O=S1(=O)NCc2cccc(Cl)c21 >> CN1Cc2cccc(Cl)c2S1(=O)=O
CCCCCCCC/C=C\CCCCCCCC(=O)O.CN(C)CCO >> CCCCCCCC/C=C\CCCCCCCC(=O)OCCN(C)C
CCCC(=O)c1c(F)cccc1F.NCc1ccccc1 >> CCCC(=O)c1c(F)cccc1NCc1ccccc1
C#CCCc1nc2ccccc2nc1C.FCc1cccc(Br)n1 >> Cc1nc2ccccc2nc1CCC#Cc1cccc(CF)n1
CN(Cc1ccccc1)C(=O)c1ccc(Cl)c(S(N)(=O)=O)c1.CN1CCNCC1 >> CN1CCN(c2ccc(C(=O)N(C)Cc3ccccc3)cc2S(N)(=O)=O)CC1
CN1CCC(=C2c3ccccc3C=Cc3ccc(CN)cc32)CC1.COc1cc(C(=O)Cl)cc(OC)c1OC >> COc1cc(C(=O)NCc2ccc3c(c2)C(=C2CCN(C)CC2)c2ccccc2C=C3)cc(OC)c1OC
CCCCCCCCCCO.O=C1CC[C@@H](C(=O)O)N1 >> CCCCCCCCCCOC(=O)[C@@H]1CCC(=O)N1
Nc1nc2c(s1)CCNCC2.O=CC=Cc1cccnc1 >> Nc1nc2c(s1)CCN(CC=Cc1cccnc1)CC2
CC(C)(O)c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1Cl.CI >> COC(C)(C)c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1Cl
BrCc1ccc2ccccc2c1.CN >> CNCc1ccc2ccccc2c1
C#CCO.CSc1ccc(Br)cc1 >> CSc1ccc(C#CCO)cc1
COC(=O)C(N)CO.Cc1ccc(C)c(CC(=O)N2CCC(C(=O)O)CC2)c1 >> COC(=O)C(CO)NC(=O)C1CCN(C(=O)Cc2cc(C)ccc2C)CC1
N#Cc1nc(N2CCC(Oc3cc(F)ccc3Br)CC2)no1.[N-]=[N+]=[N-] >> Fc1ccc(Br)c(OC2CCN(c3noc(-c4nnn[nH]4)n3)CC2)c1
CCOP(=O)(Cc1ccc(N)cc1)OCC.O=C(O)CCc1cnoc1-c1ccc(F)cc1 >> CCOP(=O)(Cc1ccc(NC(=O)CCc2cnoc2-c2ccc(F)cc2)cc1)OCC
NCC(=O)O.O=C(Cl)CCC(F)(C(F)(F)F)C(F)(F)F >> O=C(O)CNC(=O)CCC(F)(C(F)(F)F)C(F)(F)F
CC(C)(C)OC(=O)N1CC=C(B2OC(C)(C)C(C)(C)O2)CC1.CC1(C)C(=O)NC(=O)N1c1nc2c(s1)CCOc1cc(Br)ccc1-2 >> CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)OCCc2sc(N4C(=O)NC(=O)C4(C)C)nc2-3)CC1
CCN1CCCC1CN.COc1nc(Cl)ccc1C(=O)Cl >> CCN1CCCC1CNC(=O)c1ccc(Cl)nc1OC
NCC(O)CN.O=S(=O)(Cl)c1ccc(Cl)cc1Cl >> NCC(O)CNS(=O)(=O)c1ccc(Cl)cc1Cl
CC(C)C(O)CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C.Cc1ccc(S(=O)(=O)Cl)cc1 >> Cc1ccc(S(=O)(=O)OC(CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)C(C)C)cc1
CC(=O)c1ccc(C)c(F)c1.CCOC(=O)C(=O)C(=O)OCC >> CCOC(=O)C(O)(CC(=O)c1ccc(C)c(F)c1)C(=O)OCC
COC(=O)c1cc(Br)cc(C(=O)OC)c1.OB(O)c1cccc(Cl)c1 >> COC(=O)c1cc(C(=O)OC)cc(-c2cccc(Cl)c2)c1
C1=Cc2ccccc2C(C2CCNCC2)c2ccccc21.CN(C)c1ccc(C=O)cc1 >> CN(C)c1ccc(CN2CCC(C3c4ccccc4C=Cc4ccccc43)CC2)cc1
N#CCOc1ccc(Nc2nc(-c3ccccc3Cl)cs2)cc1.[N-]=[N+]=[N-] >> Clc1ccccc1-c1csc(Nc2ccc(OCc3nnn[nH]3)cc2)n1
COc1ccc(N)cc1OC1CCCC1.O=[N+]([O-])c1cccnc1Cl >> COc1ccc(Nc2ncccc2[N+](=O)[O-])cc1OC1CCCC1
CC(C)(C)OC(=O)Nc1ccc(N)cc1.N#Cc1cc(-c2ccnc(Cl)n2)ccc1OC1CCOCC1 >> CC(C)(C)OC(=O)Nc1ccc(Nc2nccc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)cc1
Brc1ccc2c(-c3ccc(N4CCOCC4)nc3)n[nH]c2c1.CCNC(=O)c1ccc(C)c(B2OC(C)(C)C(C)(C)O2)c1 >> CCNC(=O)c1ccc(C)c(-c2ccc3c(-c4ccc(N5CCOCC5)nc4)n[nH]c3c2)c1
CCOC(=O)c1ncc(C(=O)OC(C)(C)C)[nH]1.Clc1ccc(-c2cc(CBr)no2)s1 >> CCOC(=O)c1ncc(C(=O)OC(C)(C)C)n1Cc1cc(-c2ccc(Cl)s2)on1
NCC(=O)N1CCN(C(=O)c2ccccc2C(F)(F)F)CC1.O=Cc1ccc(C(=O)O)cc1 >> O=Cc1ccc(C(=O)NCC(=O)N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cc1
O=c1[nH]c2cc([N+](=O)[O-])c(F)cc2n2c(=O)[nH]nc12.c1c[nH]cn1 >> O=c1[nH]c2cc([N+](=O)[O-])c(-n3ccnc3)cc2n2c(=O)[nH]nc12
Clc1cncc(Cl)n1.c1nc[nH]n1 >> Clc1cncc(-n2cncn2)n1
CCI.Cc1cc(-c2nc(-c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(C)c3)no2)sc1CNC(C)C >> CCN(Cc1sc(-c2nc(-c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(C)c3)no2)cc1C)C(C)C
CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(C(=O)C3CCNCC3)n(C)c2n1.O=C(Cl)C1CC1 >> CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(C(=O)C3CCN(C(=O)C4CC4)CC3)n(C)c2n1
CCOc1cc(OC)c(S(=O)(=O)N2CCCC2)cc1C1=NC(C)(c2ccc(Cl)cc2)C(C)(c2ccc(Cl)cc2)N1C(=O)Cl.CS(=O)(=O)CCCN1CCNCC1 >> CCOc1cc(OC)c(S(=O)(=O)N2CCCC2)cc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1
COc1cccc(Nc2cc(N(C)C)nc(N3CCNCC3)n2)c1.O=C(Cl)c1cccs1 >> COc1cccc(Nc2cc(N(C)C)nc(N3CCN(C(=O)c4cccs4)CC3)n2)c1
COc1ccccc1Oc1c(Cl)nc(-c2ncccn2)nc1NS(=O)(=O)C=Cc1cccc(C)c1.OCCO >> COc1ccccc1Oc1c(NS(=O)(=O)C=Cc2cccc(C)c2)nc(-c2ncccn2)nc1OCCO
N#Cc1ccc(B(O)O)cc1.O=Cc1ccc(O)c2ccccc12 >> N#Cc1ccc(Oc2ccc(C=O)c3ccccc23)cc1
CC1C=CCN(C(=O)OCc2ccccc2)C1.O=C(OO)c1cccc(Cl)c1 >> CC1CN(C(=O)OCc2ccccc2)CC2OC12
C1CCNC1.Cc1cc(N2CCCC2)c2ccc(OCc3ccc(Cl)nc3)cc2n1 >> Cc1cc(N2CCCC2)c2ccc(OCc3ccc(N4CCCC4)nc3)cc2n1
BrCCCBr.O=C(c1ccc(O)cc1)C1CC1 >> O=C(c1ccc(OCCCBr)cc1)C1CC1
COc1ccc(N)c(N)c1C.O=CO >> COc1ccc2[nH]cnc2c1C
COC(=O)c1ccc(OC[C@@H]2CC[C@H](c3ccccc3)N2)cc1.COc1cc(CC(=O)O)ccc1NC(=O)Nc1ccccc1Cl >> COC(=O)c1ccc(OC[C@@H]2CC[C@H](c3ccccc3)N2C(=O)Cc2ccc(NC(=O)Nc3ccccc3Cl)c(OC)c2)cc1
COc1ccc(-c2nc3c(C(=O)N4CCNC[C@H]4C)cnn3c(C(F)(F)F)c2C)cc1.C[C@@H](O)c1ccccn1 >> COc1ccc(-c2nc3c(C(=O)N4CCN([C@@H](C)c5ccccn5)C[C@H]4C)cnn3c(C(F)(F)F)c2C)cc1
C=[N+]=[N-].CCCCCCCCCCNC(=O)C=Cc1cccc(NC(=O)/C=C\C(=O)O)c1 >> CCCCCCCCCCNC(=O)C=Cc1cccc(NC(=O)/C=C\C(=O)OC)c1
Cc1ncc(-c2nc(Br)ncc2F)n1C1CCOCC1.NC1CCN(Cc2ccccc2)CC1 >> Cc1ncc(-c2nc(NC3CCN(Cc4ccccc4)CC3)ncc2F)n1C1CCOCC1
CC(C)(C)c1ccc(B(O)O)cc1.Nc1ccc(-c2ccc(OC(F)(F)F)cc2)cc1 >> CC(C)(C)c1ccc(Nc2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)cc1
COC(=O)C(Br)c1ccc(Oc2ccc(Cl)cc2)cc1.Oc1cccc2c1CCC2 >> COC(=O)C(Oc1cccc2c1CCC2)c1ccc(Oc2ccc(Cl)cc2)cc1
Cc1ccc(N)c(C(=O)Nc2nc(C3CC3)cs2)n1.Fc1cc(F)cc(Br)c1 >> Cc1ccc(Nc2cc(F)cc(F)c2)c(C(=O)Nc2nc(C3CC3)cs2)n1
C1CCNCC1.CCCc1oncc1C(=O)O >> CCCc1oncc1C(=O)N1CCCCC1
CN(C)CCN.[O-][n+]1nc(Cl)nc2ccc3c(c21)CCCO3 >> CN(C)CCNc1nc2ccc3c(c2[n+]([O-])n1)CCCO3
CI.COc1cc(CN(C)C)cc(C)c1O >> COc1cc(C[N+](C)(C)C)cc(C)c1O
C1COCCN1.Cn1ncc(C(=O)O)c1C(=O)Nc1cc2nc(-c3ccccc3)cn2c(N2CCOCC2)n1 >> Cn1ncc(C(=O)N2CCOCC2)c1C(=O)Nc1cc2nc(-c3ccccc3)cn2c(N2CCOCC2)n1
CC(=O)c1ccc2c(c1)CCCN2C(C)C.CCOC(=O)CP(=O)(OCC)OCC >> CCOC(=O)/C=C(\C)c1ccc2c(c1)CCCN2C(C)C
CC(C)(C)OC(=O)NC(C(=O)O)c1cccs1.Nc1ncccc1C(=O)c1ccc(F)cc1 >> CC(C)(C)OC(=O)NC(C(=O)Nc1ncccc1C(=O)c1ccc(F)cc1)c1cccs1
CCCCCNc1nc(N)nc(C)c1Cc1ccc(CC(=O)O)cc1.CN(C)CCCCO >> CCCCCNc1nc(N)nc(C)c1Cc1ccc(CC(=O)OCCCCN(C)C)cc1
CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(C)C.COC(=O)CCCI >> CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NCCCC(=O)OC
C=O.O=C(O)CC1CCNCC1 >> CN1CCC(CC(=O)O)CC1
COc1cc(C2(c3cccc(Br)c3)N=C(N)c3c(F)cccc32)ccn1.C[Sn](C)(C)c1cc(C#N)ccn1 >> COc1cc(C2(c3cccc(-c4cc(C#N)ccn4)c3)N=C(N)c3c(F)cccc32)ccn1
CC(C)(C)OC(=O)N1CCN(c2ccnc3ccc(C=O)cc23)CC1.O=C1CSC(Nc2c(Cl)cccc2Cl)=N1 >> CC(C)(C)OC(=O)N1CCN(c2ccnc3ccc(/C=C4\SC(Nc5c(Cl)cccc5Cl)=NC4=O)cc23)CC1
CCOC(=O)Cc1c(C(=O)OCC)c2cc(OS(=O)(=O)C(F)(F)F)ccc2n1-c1ccc(C(C)C)cc1.OB(O)c1ccc(C(F)(F)F)cc1 >> CCOC(=O)Cc1c(C(=O)OCC)c2cc(-c3ccc(C(F)(F)F)cc3)ccc2n1-c1ccc(C(C)C)cc1
CC(=O)OC[C@H]1O[C@H](Oc2ccc(B3OC(C)(C)C(C)(C)O3)cc2)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.COC(=O)c1ncc(Br)cn1 >> COC(=O)c1ncc(-c2ccc(O[C@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3OC(C)=O)cc2)cn1
CC(=O)OC(C)=O.COc1cc2c(cc1OC)/C(=C(/Nc1ccccc1)c1cccc(CN)c1)C(=O)N2 >> COc1cc2c(cc1OC)/C(=C(/Nc1ccccc1)c1cccc(CNC(C)=O)c1)C(=O)N2
CCCCCCI.CN1C(=O)CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CC[C@@H]12 >> CCCCCCO[C@H]1CC[C@H]2[C@@H]3CC[C@H]4N(C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
C#CCN(Cc1cc2c(=O)n(C)c(CN3CCN(c4ccccc4)CC3)nc2cc1Cl)c1ccc(C(=O)OC(C)(C)C)cc1.NCc1cccnc1 >> C#CCN(Cc1cc2c(=O)n(C)c(CN3CCN(c4ccccc4)CC3)nc2cc1Cl)c1ccc(C(=O)NCc2cccnc2)cc1
CC(C)(C)c1ccc(Br)cc1.Nc1ccn(-c2ccccc2)n1 >> CC(C)(C)c1ccc(Nc2ccn(-c3ccccc3)n2)cc1
CC(=O)c1cccc(O)c1.C[Mg+] >> CC(C)(O)c1cccc(O)c1
C1CC(C2COC2)CCN1.CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(C=O)n(C)c2n1 >> CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCC(C4COC4)CC3)n(C)c2n1
Cn1c(C#N)ccc1-c1ccc(N)cc1.O=C(Cl)c1ccco1 >> Cn1c(C#N)ccc1-c1ccc(NC(=O)c2ccco2)cc1
CC(C)(C)N=C=O.NC1=c2ccoc2=NCN1c1cccc(N)c1 >> CC(C)(C)NC(=O)Nc1cccc(N2CN=c3occc3=C2N)c1
C#Cc1cccnc1.Cn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2cc(CN3CCOCC3)cc(I)c21 >> Cn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2cc(CN3CCOCC3)cc(C#Cc3cccnc3)c21
CC(=O)c1ccccc1B(O)O.O=C(c1csc(Br)n1)N1CCCC2CCCCC21 >> CC(=O)c1ccccc1-c1nc(C(=O)N2CCCC3CCCCC32)cs1
O=C(c1ccc2[nH]c(C(=O)N3CCC(F)(F)CC3)cc2c1)N1CCC(N2CCCCC2)CC1.OB(O)c1ccnc(Cl)c1 >> O=C(c1ccc2c(c1)cc(C(=O)N1CCC(F)(F)CC1)n2-c1ccnc(Cl)c1)N1CCC(N2CCCCC2)CC1
COc1cc2c(cc1N)N(C)C(=O)CN(CC1CC1)C2.CS(=O)(=O)N[C@@H]1CCCC[C@H]1Nc1nc(Cl)ncc1Cl >> COc1cc2c(cc1Nc1ncc(Cl)c(N[C@@H]3CCCC[C@H]3NS(C)(=O)=O)n1)N(C)C(=O)CN(CC1CC1)C2
C[S+](C)(C)=O.O=C1CN(C(c2ccccc2)c2ccccc2)C1 >> c1ccc(C(c2ccccc2)N2CC3(CO3)C2)cc1
O=Cc1cccc(O)c1.O=[N+]([O-])c1ccc(F)cc1 >> O=Cc1cccc(Oc2ccc([N+](=O)[O-])cc2)c1
C#C[Si](C)(C)C.O=c1[nH]cc(I)c(=O)[nH]1 >> C[Si](C)(C)C#Cc1c[nH]c(=O)[nH]c1=O
CC(O)C(=O)O.Nc1ncc(-c2nc(N3CCOCC3)c3sc(C4(O)CCNCC4)cc3n2)cn1 >> C[C@H](O)C(=O)N1CCC(O)(c2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1
Brc1cccc2cnccc12.CC(C)(C)OC(=O)N1CCNCC1 >> CC(C)(C)OC(=O)N1CCN(c2cccc3cnccc23)CC1
CO.O=C(O)c1cc(F)c([N+](=O)[O-])cc1F >> COc1cc(C(=O)O)c(F)cc1[N+](=O)[O-]
CCC(C)Oc1ccc(O)cc1.COC(=O)NCCCl >> CCC(C)Oc1ccc(OCCNC(=O)OC)cc1
Brc1ccccc1.C[Sn](C)(C)c1ccccc1 >> c1ccc(-c2ccccc2)cc1
CO.O=C(O)Cc1cccs1 >> COC(=O)Cc1cccs1
COC(=O)C(C)(C)C[C@@H]1CC[C@@H](O)CN1S(=O)(=O)c1ccc(C)cc1.COCCCN1C(=O)C(C)(C)Oc2ccc(CCl)cc21 >> COCCCN1C(=O)C(C)(C)Oc2ccc(CO[C@@H]3CC[C@@H](CC(C)(C)C(=O)OC)N(S(=O)(=O)c4ccc(C)cc4)C3)cc21
C1COCCN1.C=O.COc1ccccc1-c1c[nH]c2ncc(-c3cccc(O)c3)cc12 >> COc1ccccc1-c1c[nH]c2ncc(-c3ccc(CN4CCOCC4)c(O)c3)cc12
CC(C)(C)c1ccc2c(c1)C(C)(C)CC2=O.CC1(C(=O)CC#N)CCCCC1 >> CC1(C(=O)C(C#N)=C2CC(C)(C)c3cc(C(C)(C)C)ccc32)CCCCC1
CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)O.CNOC >> CON(C)C(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C
CC(C)(C)OC(=O)N1CCNCC1.O=Cc1ccc(O)cc1 >> CC(C)(C)OC(=O)N1CCN(Cc2ccc(O)cc2)CC1
CCOC(=O)/C=C(\I)C(=O)OCC.Clc1ccc(I)c(Cl)c1 >> CCOC(=O)/C=C(/C(=O)OCC)c1ccc(Cl)cc1Cl
CC(C)(CCl)C(=O)Cl.CN(C)C(=O)c1ccc(N)cc1Cl >> CN(C)C(=O)c1ccc(NC(=O)C(C)(C)CCl)cc1Cl
COC(=O)CNCc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1.COc1ccc(OC(=O)Cl)cc1 >> COC(=O)CN(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)C(=O)Oc1ccc(OC)cc1
C#Cc1cc(Cl)ccc1OCC(=O)OC(C)(C)C.OCc1ccc(Br)c(F)c1 >> CC(C)(C)OC(=O)COc1ccc(Cl)cc1C#Cc1ccc(CO)cc1F
CN(C)CCO.Nc1cccc(O)c1 >> CN(C)CCOc1cccc(N)c1
Cc1c(C(=O)Cl)cnn1-c1ccc(Cl)cc1.Nc1ccc(N2CCC(N3CCOCC3)CC2)c(C(F)(F)F)c1 >> Cc1c(C(=O)Nc2ccc(N3CCC(N4CCOCC4)CC3)c(C(F)(F)F)c2)cnn1-c1ccc(Cl)cc1
O=S(=O)(Cl)C1CC1.Oc1ccc(C2(c3cccc(Br)c3)NC(=S)N3CCCN=C32)cc1 >> O=S(=O)(Oc1ccc(C2(c3cccc(Br)c3)NC(=S)N3CCCN=C32)cc1)C1CC1
Nc1nonc1-c1nc2cncc(Br)c2n1-c1ccccc1.OB(O)c1cccs1 >> Nc1nonc1-c1nc2cncc(-c3cccs3)c2n1-c1ccccc1
COc1cccc(-c2ccc(C)cc2N)c1.Cc1ccc2c(Cl)ccnc2n1 >> COc1cccc(-c2ccc(C)cc2Nc2ccnc3nc(C)ccc23)c1
Nc1ccccc1.O=C(O)c1ccc(Oc2ccc3ccccc3c2)cc1 >> O=C(Nc1ccccc1)c1ccc(Oc2ccc3ccccc3c2)cc1
C1CNOC1.CC(Oc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)C(=O)Cl >> CC(Oc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)C(=O)N1CCCO1
CS(=O)(=O)OCCCN1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2c[nH]c3ccccc23)C1.c1ccc2c(c1)CCC21CCNCC1 >> O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCN(CCCN2CCC3(CCc4ccccc43)CC2)C[C@H]1Cc1c[nH]c2ccccc12
CC(C)(C)[SiH2]OC(C)(C)c1cc(N)nc(Cl)c1.N#Cc1cnc(Cl)s1 >> CC(C)(C)[SiH2]OC(C)(C)c1cc(Cl)nc(Nc2ncc(C#N)s2)c1
CCCCc1nc(-c2ccc(C(F)(F)F)cc2)sc1CCl.COC(=O)CCc1cccc(O)c1 >> CCCCc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1cccc(CCC(=O)OC)c1
C=CCBr.C=CCc1ccccc1NC >> C=CCc1ccccc1N(C)CC=C
CCCCCCCCOc1ccc(-c2ccc(C(=O)O)cc2)cc1.C[C@H](Cl)C[C@H](C)Oc1ccc(O)cc1 >> CCCCCCCCOc1ccc(-c2ccc(C(=O)Oc3ccc(O[C@@H](C)C[C@H](C)Cl)cc3)cc2)cc1
CC(C)(C)OC(=O)N1CCC(c2ccc(CO)nc2)CC1.Cc1cc([N+](=O)[O-])cc2cc[nH]c12 >> Cc1cc([N+](=O)[O-])cc2ccn(Cc3ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cn3)c12
